   1.0000000e-05   4.4628568e-06   1.6956887e-06
   1.0353218e-05   4.6296442e-06   2.0087674e-06
   1.0718913e-05   5.2815167e-06   2.1306289e-06
   1.1097525e-05   5.8869968e-06   2.6560743e-06
   1.1489510e-05   6.6348131e-06   2.8707603e-06
   1.1895341e-05   7.4681312e-06   2.8391831e-06
   1.2315506e-05   8.3368733e-06   3.1341375e-06
   1.2750512e-05   9.1426078e-06   3.6724943e-06
   1.3200884e-05   1.0053508e-05   3.4699511e-06
   1.3667164e-05   1.1066715e-05   4.5509279e-06
   1.4149913e-05   1.2182541e-05   4.8865228e-06
   1.4649714e-05   1.3194703e-05   4.9429312e-06
   1.5167169e-05   1.4585839e-05   5.4427616e-06
   1.5702901e-05   1.5963651e-05   4.4558467e-06
   1.6257557e-05   1.7682922e-05   6.2499178e-06
   1.6831804e-05   1.9448718e-05   5.5567363e-06
   1.7426334e-05   2.1829617e-05   8.1702735e-06
   1.8041864e-05   2.4752138e-05   6.4542202e-06
   1.8679136e-05   2.8394960e-05   6.6602961e-06
   1.9338918e-05   3.2153299e-05   9.0688466e-06
   2.0022004e-05   3.6314652e-05   1.0404448e-05
   2.0729218e-05   4.0824650e-05   1.1107062e-05
   2.1461412e-05   4.4745224e-05   1.3993073e-05
   2.2219469e-05   4.8457162e-05   1.3993368e-05
   2.3004301e-05   5.3256843e-05   1.1251792e-05
   2.3816856e-05   5.8529440e-05   1.3157894e-05
   2.4658111e-05   6.4528855e-05   1.5020880e-05
   2.5529081e-05   7.2338431e-05   1.4137174e-05
   2.6430815e-05   8.1651941e-05   1.9398918e-05
   2.7364400e-05   9.2434527e-05   2.1587917e-05
   2.8330961e-05   1.0481070e-04   2.1352946e-05
   2.9331663e-05   1.1912629e-04   2.4770012e-05
   3.0367711e-05   1.3599159e-04   2.4091801e-05
   3.1440355e-05   1.5540767e-04   3.6051935e-05
   3.2550886e-05   1.7514965e-04   2.6924496e-05
   3.3700643e-05   2.0029574e-04   3.7396655e-05
   3.4891012e-05   2.2966000e-04   3.6164853e-05
   3.6123427e-05   2.6364463e-04   4.4969942e-05
   3.7399373e-05   3.0602084e-04   4.2069105e-05
   3.8720388e-05   3.6253090e-04   7.2806327e-05
   4.0088063e-05   4.2789741e-04   6.4700526e-05
   4.1504048e-05   5.0405442e-04   7.1456368e-05
   4.2970047e-05   5.9917376e-04   6.4485398e-05
   4.4487828e-05   7.1657459e-04   9.9808184e-05
   4.6059220e-05   8.6037994e-04   8.6507161e-05
   4.7686117e-05   1.0454993e-03   8.9046945e-05
   4.9370479e-05   1.2919274e-03   1.5378170e-04
   5.1114335e-05   1.6060048e-03   1.5396868e-04
   5.2919787e-05   1.9930782e-03   1.7614772e-04
   5.4789012e-05   2.4671702e-03   2.1112217e-04
   5.6724261e-05   3.0534697e-03   2.4885596e-04
   5.8727866e-05   3.7638316e-03   3.4815415e-04
   6.0802243e-05   4.6222094e-03   2.9905863e-04
   6.2949890e-05   5.6787786e-03   2.9822765e-04
   6.5173396e-05   6.9577974e-03   4.6136166e-04
   6.7475441e-05   8.4464496e-03   4.7353197e-04
   6.9858797e-05   1.0222938e-02   5.0700125e-04
   7.2326339e-05   1.2279429e-02   6.7672672e-04
   7.4881039e-05   1.4654905e-02   7.7626093e-04
   7.7525975e-05   1.7405223e-02   7.6706769e-04
   8.0264335e-05   2.0603937e-02   9.1749997e-04
   8.3099419e-05   2.4222779e-02   9.1787005e-04
   8.6034644e-05   2.8360619e-02   1.0936493e-03
   8.9073546e-05   3.2962624e-02   1.3991798e-03
   9.2219788e-05   3.8049895e-02   1.1052105e-03
   9.5477161e-05   4.3681385e-02   1.2167322e-03
   9.8849590e-05   4.9825987e-02   1.5436737e-03
   1.0234114e-04   5.6526344e-02   1.3495136e-03
   1.0595602e-04   6.3862590e-02   1.6540388e-03
   1.0969858e-04   7.1795300e-02   1.4591976e-03
   1.1357334e-04   8.0353264e-02   1.6304151e-03
   1.1758496e-04   8.9634036e-02   1.6447919e-03
   1.2173827e-04   9.9459728e-02   1.5913058e-03
   1.2603829e-04   1.0988373e-01   1.6380286e-03
   1.3049020e-04   1.2088381e-01   1.7416077e-03
   1.3509935e-04   1.3227718e-01   1.7591288e-03
   1.3987131e-04   1.4406053e-01   1.5924038e-03
   1.4481182e-04   1.5631136e-01   1.8304512e-03
   1.4992684e-04   1.6886984e-01   1.5389149e-03
   1.5522254e-04   1.8177307e-01   1.5865592e-03
   1.6070528e-04   1.9502323e-01   1.5063910e-03
   1.6638169e-04   2.0845090e-01   1.4565969e-03
   1.7225860e-04   2.2208332e-01   1.2857769e-03
   1.7834309e-04   2.3586189e-01   1.2898613e-03
   1.8464249e-04   2.4973558e-01   1.1777248e-03
   1.9116441e-04   2.6369147e-01   1.0857609e-03
   1.9791669e-04   2.7772944e-01   1.1479600e-03
   2.0490747e-04   2.9172350e-01   9.2672148e-04
   2.1214518e-04   3.0573282e-01   9.7450909e-04
   2.1963854e-04   3.1964296e-01   9.5163431e-04
   2.2739658e-04   3.3347594e-01   9.9121001e-04
   2.3542864e-04   3.4724821e-01   8.8185825e-04
   2.4374442e-04   3.6095001e-01   8.8883932e-04
   2.5235392e-04   3.7456401e-01   8.8778580e-04
   2.6126752e-04   3.8811594e-01   8.3182655e-04
   2.7049597e-04   4.0154228e-01   7.6862436e-04
   2.8005039e-04   4.1480673e-01   7.4400623e-04
   2.8994229e-04   4.2793831e-01   7.7765907e-04
   3.0018358e-04   4.4086003e-01   7.6725883e-04
   3.1078662e-04   4.5358907e-01   7.9577820e-04
   3.2176418e-04   4.6615554e-01   7.4936561e-04
   3.3312948e-04   4.7855544e-01   7.8552072e-04
   3.4489623e-04   4.9075658e-01   7.4741135e-04
   3.5707860e-04   5.0281178e-01   6.8710547e-04
   3.6969127e-04   5.1470619e-01   7.6528953e-04
   3.8274945e-04   5.2642171e-01   8.9501708e-04
   3.9626886e-04   5.3798579e-01   9.2629153e-04
   4.1026581e-04   5.4939089e-01   6.8240476e-04
   4.2475716e-04   5.6063285e-01   8.5530917e-04
   4.3976036e-04   5.7172683e-01   5.0783674e-04
   4.5529351e-04   5.8266481e-01   3.7839477e-04
   4.7137531e-04   5.9340663e-01   4.3067051e-04
   4.8802516e-04   6.0396379e-01   4.8392867e-04
   5.0526311e-04   6.1431321e-01   4.9002841e-04
   5.2310993e-04   6.2444966e-01   4.7437519e-04
   5.4158714e-04   6.3435970e-01   4.4936453e-04
   5.6071699e-04   6.4409214e-01   4.6874631e-04
   5.8052255e-04   6.5364703e-01   4.9264289e-04
   6.0102768e-04   6.6303200e-01   5.6580190e-04
   6.2225708e-04   6.7223569e-01   4.0190904e-04
   6.4423635e-04   6.8128000e-01   4.3555504e-04
   6.6699197e-04   6.9012405e-01   4.7100553e-04
   6.9055135e-04   6.9878242e-01   4.1520186e-04
   7.1494290e-04   7.0724708e-01   4.2389402e-04
   7.4019600e-04   7.1551881e-01   4.4225269e-04
   7.6634109e-04   7.2359510e-01   4.4769216e-04
   7.9340967e-04   7.3149962e-01   3.9956941e-04
   8.2143436e-04   7.3922308e-01   3.8962042e-04
   8.5044893e-04   7.4677454e-01   4.0946742e-04
   8.8048836e-04   7.5415523e-01   4.5347229e-04
   9.1158883e-04   7.6136268e-01   4.1940154e-04
   9.4378783e-04   7.6839028e-01   4.1784248e-04
   9.7712415e-04   7.7521170e-01   3.8134091e-04
   1.0116380e-03   7.8185894e-01   4.3203648e-04
   1.0473709e-03   7.8833076e-01   4.5340540e-04
   1.0843660e-03   7.9465741e-01   4.0188572e-04
