4.2617951e-05   3.3237949e-02   2.2828844e-03
6.3000000e-05   5.9858330e-02   2.7433883e-03
8.5235901e-05   8.8361283e-02   2.6774982e-03
1.1500000e-04   1.3554128e-01   2.0937984e-03
1.3700000e-04   1.7335616e-01   1.5567057e-03
1.6000000e-04   2.1623299e-01   1.0288669e-03
1.7047180e-04   2.3616793e-01   8.3479347e-04
1.9000000e-04   2.7230138e-01   5.9104953e-04
2.0500000e-04   2.9952256e-01   4.4738397e-04
2.3500000e-04   3.4994751e-01   8.9561540e-04
2.7050000e-04   4.0260996e-01   7.5303333e-04
3.1080000e-04   4.5372812e-01   7.2820888e-04
4.0000000e-04   5.4144536e-01   7.5198443e-04
4.1026581e-04   5.4978921e-01   6.8240476e-04
4.2475716e-04   5.6069167e-01   8.5530917e-04
4.3976036e-04   5.7208426e-01   5.0783673e-04
4.5529351e-04   5.8309714e-01   3.7839477e-04
4.7137531e-04   5.9368598e-01   4.3067050e-04
4.8802516e-04   6.0444780e-01   4.8392867e-04
5.0000000e-04   6.1144810e-01   4.8796005e-04
5.0526311e-04   6.1477623e-01   4.9002840e-04
5.2310993e-04   6.2509248e-01   4.7437520e-04
5.4158714e-04   6.3461705e-01   4.4936453e-04
5.6071699e-04   6.4434376e-01   4.6874630e-04
5.8052255e-04   6.5391282e-01   4.9264290e-04
6.0102768e-04   6.6353647e-01   5.6580190e-04
6.2225708e-04   6.7244058e-01   4.0190903e-04
6.4423635e-04   6.8169683e-01   4.3555503e-04
6.6699197e-04   6.9056310e-01   4.7100553e-04
6.9055135e-04   6.9912942e-01   4.1520187e-04
7.1494290e-04   7.0776498e-01   4.2389403e-04
7.4019600e-04   7.1580405e-01   4.4225270e-04
7.6634109e-04   7.2377019e-01   4.4769217e-04
7.9340967e-04   7.3214058e-01   3.9956940e-04
8.2143436e-04   7.3950306e-01   3.8962043e-04
8.5044893e-04   7.4717022e-01   4.0946740e-04
8.8048836e-04   7.5428162e-01   4.5347230e-04
9.1158883e-04   7.6154904e-01   4.1940153e-04
9.4378783e-04   7.6919192e-01   4.1784247e-04
9.7712415e-04   7.7557646e-01   3.8134090e-04
1.0000000e-03   7.7991923e-01   4.1643699e-04
1.0116380e-03   7.8230651e-01   4.3203650e-04
1.0473709e-03   7.8842779e-01   4.5340540e-04
1.0843660e-03   7.9483201e-01   4.0188573e-04
1.1226678e-03   8.0108848e-01   4.5691677e-04
1.1623225e-03   8.0729545e-01   4.3077227e-04
1.2033778e-03   8.1305729e-01   4.3318303e-04
1.2458834e-03   8.1894482e-01   3.8942997e-04
1.2898903e-03   8.2417274e-01   5.0018113e-04
1.3354516e-03   8.2962609e-01   3.7338797e-04
1.3826222e-03   8.3509122e-01   4.2582883e-04
1.4314589e-03   8.4006934e-01   4.1953137e-04
1.4820207e-03   8.4470375e-01   4.3305600e-04
1.5343684e-03   8.4975049e-01   4.1690537e-04
1.5885651e-03   8.5415371e-01   4.3482463e-04
1.6446762e-03   8.5886421e-01   4.4982507e-04
1.7027692e-03   8.6313026e-01   4.0797993e-04
1.7629141e-03   8.6799587e-01   4.6846090e-04
1.8251835e-03   8.7202865e-01   5.0869010e-04
1.8896523e-03   8.7587128e-01   4.7154160e-04
1.9563983e-03   8.8005543e-01   4.6508253e-04
2.0255019e-03   8.8415875e-01   5.0689303e-04
2.0970464e-03   8.8757755e-01   4.4432360e-04
2.1711179e-03   8.9115479e-01   4.6700593e-04
2.2478058e-03   8.9474472e-01   4.7296113e-04
2.3272025e-03   8.9801465e-01   4.4187517e-04
