   1.0000000e-05   3.9760317e-06   8.1868696e-06
   1.0722672e-05   3.0663421e-05   6.2980542e-05
   1.1497570e-05   5.0101421e-05   1.1067571e-04
   1.2328467e-05   7.0043656e-05   1.7047676e-05
   1.3219411e-05   9.3755705e-05   2.4133179e-05
   1.4174742e-05   1.2589460e-04   1.9139425e-04
   1.5199111e-05   1.6051663e-04   2.5152249e-04
   1.6297508e-05   1.9438230e-04   1.9801606e-04
   1.7475284e-05   2.5620516e-04   4.6121761e-04
   1.8738174e-05   2.9838094e-04   1.5816581e-04
   2.0092330e-05   3.5696901e-04   3.7543703e-04
   2.1544347e-05   4.3379689e-04   3.6168319e-04
   2.3101297e-05   5.4773890e-04   5.9365008e-04
   2.4770764e-05   6.6431432e-04   1.1442489e-04
   2.6560878e-05   8.5520971e-04   6.2954280e-04
   2.8480359e-05   1.1518991e-03   6.2492319e-04
   3.0538555e-05   1.4961379e-03   9.9947200e-04
   3.2745492e-05   1.9139436e-03   1.1650077e-03
   3.5111917e-05   2.5487344e-03   1.1366571e-03
   3.7649358e-05   3.4041047e-03   2.0057301e-03
   4.0370173e-05   4.3362170e-03   1.6985799e-03
   4.3287613e-05   5.4632694e-03   2.1508502e-03
   4.6415888e-05   6.8393867e-03   3.0188817e-03
   4.9770236e-05   8.1730450e-03   3.8133790e-03
   5.3366992e-05   9.5813087e-03   3.3598335e-03
   5.7223677e-05   1.1261902e-02   3.9800818e-03
   6.1359073e-05   1.3246354e-02   4.9860696e-03
   6.5793322e-05   1.5714484e-02   4.4027677e-03
   7.0548023e-05   1.8718156e-02   6.0863846e-03
   7.5646333e-05   2.2496281e-02   5.8863005e-03
   8.1113083e-05   2.7200059e-02   7.3010419e-03
   8.6974900e-05   3.3090021e-02   8.8242809e-03
   9.3260335e-05   4.0090249e-02   8.6287903e-03
   1.0000000e-04   4.8977582e-02   1.0370898e-02
   1.0722672e-04   5.9488558e-02   1.1801184e-02
   1.1497570e-04   7.1543974e-02   1.2152315e-02
   1.2328467e-04   8.5167072e-02   1.3540600e-02
   1.3219411e-04   1.0073581e-01   1.3957443e-02
   1.4174742e-04   1.1852948e-01   1.4608051e-02
   1.5199111e-04   1.3857771e-01   1.5137553e-02
   1.6297508e-04   1.6165169e-01   1.4498686e-02
   1.7475284e-04   1.8778994e-01   1.3374802e-02
   1.8738174e-04   2.1650418e-01   1.3432522e-02
   2.0092330e-04   2.4672791e-01   1.2231460e-02
   2.1544347e-04   2.7871741e-01   1.0645413e-02
   2.3101297e-04   3.1106660e-01   8.8267603e-03
   2.4770764e-04   3.4328456e-01   7.0964291e-03
   2.6560878e-04   3.7502252e-01   4.9005092e-03
   2.8480359e-04   4.0604417e-01   2.9877903e-03
   3.0538555e-04   4.3559038e-01   2.4914582e-03
   3.2745492e-04   4.6398378e-01   1.7552942e-03
   3.5111917e-04   4.9101437e-01   1.4234291e-03
   3.7649358e-04   5.1673553e-01   9.9003321e-04
   4.0370173e-04   5.4129845e-01   9.0727881e-04
   4.3287613e-04   5.6485845e-01   5.0585520e-04
   4.6415888e-04   5.8733944e-01   4.5585094e-04
   4.9770236e-04   6.0886704e-01   4.1025922e-04
   5.3366992e-04   6.2947901e-01   4.2964051e-04
   5.7223677e-04   6.4921036e-01   4.2913322e-04
   6.1359073e-04   6.6809852e-01   3.3477703e-04
   6.5793322e-04   6.8620395e-01   3.9376879e-04
   7.0548023e-04   7.0351966e-01   3.8762498e-04
   7.5646333e-04   7.2007505e-01   3.6395851e-04
   8.1113083e-04   7.3590447e-01   3.4814754e-04
   8.6974900e-04   7.5101984e-01   3.6727574e-04
   9.3260335e-04   7.6542338e-01   3.5726349e-04
   1.0000000e-03   7.7914470e-01   4.2246427e-04
   1.0722672e-03   7.9217989e-01   3.9317724e-04
   1.1497570e-03   8.0454076e-01   4.1221289e-04
   1.2328467e-03   8.1623987e-01   4.6581347e-04
   1.3219411e-03   8.2729441e-01   4.3392663e-04
   1.4174742e-03   8.3774190e-01   4.1695383e-04
   1.5199111e-03   8.4763073e-01   4.4356417e-04
   1.6297508e-03   8.5697910e-01   4.5465327e-04
   1.7475284e-03   8.6581809e-01   4.1384789e-04
   1.8738174e-03   8.7420093e-01   4.2414114e-04
   2.0092330e-03   8.8211152e-01   4.5470676e-04
   2.1544347e-03   8.8956376e-01   4.1868547e-04
   2.3101297e-03   8.9656165e-01   4.8155720e-04
   2.4770764e-03   9.0315471e-01   4.5934572e-04
   2.6560878e-03   9.0931344e-01   4.8556280e-04
   2.8480359e-03   9.1511281e-01   4.2218567e-04
   3.0538555e-03   9.2054188e-01   4.3117255e-04
   3.2745492e-03   9.2566607e-01   4.4302800e-04
   3.5111917e-03   9.3044679e-01   4.8885262e-04
   3.7649358e-03   9.3496311e-01   4.8915999e-04
   4.0370173e-03   9.3918678e-01   4.7782526e-04
   4.3287613e-03   9.4315275e-01   4.6263488e-04
   4.6415888e-03   9.4687037e-01   5.2549428e-04
   4.9770236e-03   9.5038195e-01   4.7038648e-04
   5.3366992e-03   9.5365188e-01   4.7349494e-04
   5.7223677e-03   9.5670079e-01   4.5279259e-04
   6.1359073e-03   9.5958849e-01   5.3906911e-04
   6.5793322e-03   9.6228605e-01   4.0464677e-04
   7.0548023e-03   9.6477859e-01   4.9403118e-04
   7.5646333e-03   9.6709194e-01   4.2483911e-04
   8.1113083e-03   9.6926947e-01   5.0146429e-04
   8.6974900e-03   9.7127299e-01   4.7015981e-04
   9.3260335e-03   9.7320362e-01   4.4505495e-04
   1.0000000e-02   9.7500675e-01   5.3321627e-04
